,date_time,favorite_count,retweet_count,tweet_id,user_count,timestamp,rating_numerator,rating_denominator,name,stage,jpg_url,img_num,First_Prediction,Confidence_%_of_1st_Prediction,True_or_False,Second_Prediction,Confidence_%_of_2nd_Prediction,True_or_False,Third_Prediction,Confidence_%_of_3rd_Prediction,True_or_False,date,time
34,2017-07-12 00:01:00,68152,16439,884925521741709313,3200890,2017-07-12 00:01:00,12,10,Earl,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,07-12-2017,00:01
35,2017-07-11 20:47:12,28514,6096,884876753390489601,3200890,2017-07-11 20:47:12,13,10,Lola,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,07-11-2017,20:47
36,2017-07-11 00:00:02,24765,5100,884562892145688576,3200890,2017-07-11 00:00:02,13,10,Kevin,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,07-11-2017,00:00
37,2017-07-10 15:58:53,27478,5856,884441805382717440,3200890,2017-07-10 15:58:53,14,10, ,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,07-10-2017,15:58
38,2017-07-09 21:29:42,20771,3128,884162670584377345,3200890,2017-07-09 21:29:42,12,10,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,07-09-2017,21:29
39,2017-07-09 00:00:04,22349,3586,883838122936631299,3200890,2017-07-09 00:00:04,12,10,Noah,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,07-09-2017,00:00
40,2017-07-08 00:28:19,46860,10407,883482846933004288,3200890,2017-07-08 00:28:19,5,10,Bella,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True,07-08-2017,00:28
41,2017-07-07 16:22:55,22986,3825,883360690899218434,3200890,2017-07-07 16:22:55,13,10,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,07-07-2017,16:22
42,2017-07-07 00:17:54,37914,6949,883117836046086144,3200890,2017-07-07 00:17:54,13,10, ,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,0.949562,True,Labrador_retriever,0.045947900000000014,True,kuvasz,0.00247094,True,07-07-2017,00:17
43,2017-07-06 15:58:11,24445,4122,882992080364220416,3200890,2017-07-06 15:58:11,13,10,Rusty,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,dingo,0.07341439999999999,False,07-06-2017,15:58
44,2017-07-06 00:46:41,28903,5134,882762694511734784,3200890,2017-07-06 00:46:41,12,10,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True,07-06-2017,00:46
45,2017-07-05 15:48:34,28382,6342,882627270321602560,3200890,2017-07-05 15:48:34,13,10,Stanley,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,07-05-2017,15:48
46,2017-07-04 16:01:23,45880,12118,882268110199369728,3200890,2017-07-04 16:01:23,13,10,Alfy,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True,07-04-2017,16:01
47,2017-07-04 01:18:17,29900,5203,882045870035918850,3200890,2017-07-04 01:18:17,13,10,Koko,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,07-04-2017,01:18
48,2017-07-03 16:04:48,24773,3533,881906580714921986,3200890,2017-07-03 16:04:48,12,10,Rey,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.12701700000000002,False,07-03-2017,16:04
49,2017-07-03 00:11:11,51522,11099,881666595344535552,3200890,2017-07-03 00:11:11,13,10,Gary,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True,07-03-2017,00:11
50,2017-07-02 15:32:16,50199,16570,881536004380872706,3200890,2017-07-02 15:32:16,14,10, ,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False,07-02-2017,15:32
51,2017-07-01 21:49:04,23501,5358,881268444196462592,3200890,2017-07-01 21:49:04,12,10,Elliot,,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False,07-01-2017,21:49
52,2017-06-30 23:47:07,17346,2886,880935762899988482,3200890,2017-06-30 23:47:07,13,10,Louis,,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False,06-30-2017,23:47
53,2017-06-30 19:35:32,21734,3989,880872448815771648,3200890,2017-06-30 19:35:32,12,10, ,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True,06-30-2017,19:35
54,2017-06-29 16:39:47,29075,6546,880465832366813184,3200890,2017-06-29 16:39:47,12,10,Bella,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,06-29-2017,16:39
55,2017-06-29 00:27:25,27640,4436,880221127280381952,3200890,2017-06-29 00:27:25,12,10,Jesse,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True,06-29-2017,00:27
56,2017-06-28 16:09:20,28150,4533,880095782870896641,3200890,2017-06-28 16:09:20,11,10, ,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True,06-28-2017,16:09
57,2017-06-28 00:42:13,22667,3642,879862464715927552,3200890,2017-06-28 00:42:13,13,10,Romeo,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,06-28-2017,00:42
58,2017-06-27 00:10:17,23822,3323,879492040517615616,3200890,2017-06-27 00:10:17,12,10,Bailey,,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German_short-haired_pointer,0.479896,True,vizsla,0.124353,True,bath_towel,0.0733202,False,06-27-2017,00:10
59,2017-06-26 19:07:24,107956,45849,879415818425184262,3200891,2017-06-26 19:07:24,13,10,Duddles,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True,06-26-2017,19:07
60,2017-06-26 16:31:08,17099,3261,879376492567855104,3200891,2017-06-26 16:31:08,12,10,Jack,,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True,06-26-2017,16:31
61,2017-06-25 18:56:45,23022,4941,879050749262655488,3200892,2017-06-25 18:56:45,11,10,Steven,,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,tabby,0.311861,False,window_screen,0.169123,False,Egyptian_cat,0.132932,False,06-25-2017,18:56
62,2017-06-25 16:07:47,19317,2812,879008229531029506,3200892,2017-06-25 16:07:47,13,10,Beau,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True,06-25-2017,16:07
63,2017-06-25 00:45:22,19763,4319,878776093423087618,3200892,2017-06-25 00:45:22,13,10,Snoopy,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,Ibizan_hound,0.0397246,True,06-25-2017,00:45
64,2017-06-23 16:00:04,7913,1349,878281511006478336,3200892,2017-06-23 16:00:04,13,10,Shadow,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.12850699999999998,True,06-23-2017,16:00
65,2017-06-23 01:10:23,42876,7181,878057613040115712,3200892,2017-06-23 01:10:23,14,10,Emmy,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French_bulldog,0.839097,True,Boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True,06-23-2017,01:10
66,2017-06-22 03:54:17,71144,17300,877736472329191424,3200892,2017-06-22 03:54:17,13,10,Aja,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True,06-22-2017,03:54
67,2017-06-21 19:36:23,0,83,877611172832227328,3200892,2017-06-21 19:36:23,14,10, ,pupper,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,1,Irish_setter,0.364729,True,golden_retriever,0.202907,True,Irish_terrier,0.107473,True,06-21-2017,19:36
68,2017-06-21 15:58:08,23258,3994,877556246731214848,3200892,2017-06-21 15:58:08,12,10,Penny,,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False,06-21-2017,15:58
69,2017-06-21 00:06:44,27907,5414,877316821321428993,3200892,2017-06-21 00:06:44,13,10,Dante,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,06-21-2017,00:06
70,2017-06-20 16:29:50,27755,5880,877201837425926144,3200892,2017-06-20 16:29:50,12,10,Nelly,,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True,06-20-2017,16:29
71,2017-06-19 16:24:33,21125,3506,876838120628539392,3200892,2017-06-19 16:24:33,12,10,Ginger,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.08893480000000001,True,06-19-2017,16:24
72,2017-06-18 16:57:37,19163,2511,876484053909872640,3200891,2017-06-18 16:57:37,13,10,Benedict,,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.016723599999999998,True,06-18-2017,16:57
73,2017-06-17 16:52:05,28490,4903,876120275196170240,3200891,2017-06-17 16:52:05,13,10,Venti,,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True,06-17-2017,16:52
74,2017-06-16 16:11:53,25773,4497,875747767867523072,3200891,2017-06-16 16:11:53,13,10,Goose,,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True,06-16-2017,16:11
75,2017-06-15 00:13:52,22185,5081,875144289856114688,3200891,2017-06-15 00:13:52,13,10,Nugget,,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian_husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False,06-15-2017,00:13
76,2017-06-14 16:04:48,26022,4922,875021211251597312,3200891,2017-06-14 16:04:48,12,10, ,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West_Highland_white_terrier,0.7143189999999999,True,Siberian_husky,0.0919133,True,Great_Pyrenees,0.0460382,True,06-14-2017,16:04
77,2017-06-13 17:29:20,28439,4875,874680097055178752,3200891,2017-06-13 17:29:20,12,10,Cash,,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True,06-13-2017,17:29
78,2017-06-12 16:06:11,26651,4308,874296783580663808,3200891,2017-06-12 16:06:11,13,10,Jed,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True,06-12-2017,16:06
79,2017-06-12 00:15:36,23134,4125,874057562936811520,3200891,2017-06-12 00:15:36,12,10, ,,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True,06-12-2017,00:15
80,2017-06-11 21:18:31,35501,11007,874012996292530176,3200891,2017-06-11 21:18:31,13,10,Sebastian,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True,06-11-2017,21:18
81,2017-06-11 00:25:14,0,12518,873697596434513921,3200891,2017-06-11 00:25:14,14,10,Walter,,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,1,laptop,0.153718,False,French_bulldog,0.0999839,True,printer,0.0771299,False,06-11-2017,00:25
82,2017-06-10 16:39:04,24837,4143,873580283840344065,3200891,2017-06-10 16:39:04,13,10, ,,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,Newfoundland,0.678537,True,Tibetan_mastiff,0.244022,True,chow,0.0485295,True,06-10-2017,16:39
83,2017-06-09 16:22:42,7467,1667,873213775632977920,3200891,2017-06-09 16:22:42,12,10,Sierra,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True,06-09-2017,16:22
84,2017-06-09 00:02:31,28031,5669,872967104147763200,3200891,2017-06-09 00:02:31,12,10, ,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador_retriever,0.476913,True,Chesapeake_Bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True,06-09-2017,00:02
85,2017-06-08 14:20:41,15029,3884,872820683541237760,3200891,2017-06-08 14:20:41,13,10, ,,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,pug,0.99912,True,French_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True,06-08-2017,14:20
86,2017-06-08 01:06:27,21309,3911,872620804844003328,3200891,2017-06-08 01:06:27,13,10,Monkey,,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,standard_poodle,0.149509,True,06-08-2017,01:06
87,2017-06-07 16:14:40,41606,9429,872486979161796608,3200891,2017-06-07 16:14:40,12,10, ,,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke,0.931861,True,Cardigan,0.0377212,True,Chihuahua,0.0119667,True,06-07-2017,16:14
88,2017-06-07 01:19:32,35085,6649,872261713294495745,3200891,2017-06-07 01:19:32,13,10,Harry,,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,Labrador_retriever,0.972019,True,flat-coated_retriever,0.00817828,True,Chesapeake_Bay_retriever,0.00735927,True,06-07-2017,01:19
89,2017-06-06 16:07:15,35324,8549,872122724285648897,3200891,2017-06-06 16:07:15,12,10,Kody,,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,basketball,0.808396,False,pug,0.06673630000000001,True,dalmatian,0.0545698,True,06-06-2017,16:07
90,2017-06-06 00:01:46,39090,11918,871879754684805121,3200891,2017-06-06 00:01:46,13,10,Lassie,,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,Shetland_sheepdog,0.969171,True,collie,0.0182607,True,Pomeranian,0.00851534,True,06-06-2017,00:01
91,2017-06-05 16:15:56,20787,3678,871762521631449091,3200891,2017-06-05 16:15:56,12,10,Rover,pupper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True,06-05-2017,16:15
